Issue Type,Epic,Summary,Description,Acceptance Criteria,Story Points,Labels,Dependencies,Parent
Story,Local DMC + BYOS,DMC-04: Track Local DMC quality signal — cancellation rate and complaint count,"As a Super Admin/Consultant, I want see a Local DMC's rolling cancellation rate and complaint count, so that PRD §10.3 step 5's ongoing quality signal is visible, feeding the flagging rule in DMC-05.

PRD reference(s): §10.3 Local DMC Onboarding step 5; §20.14 Local DMC Record
Module(s)/Screen(s): supplier
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Rolling-metric calculation triggered by booking/cancellation events from `booking`.","- Given a booking against a Local DMC product is cancelled, when the quality signal updates, then `cancellation_rate` recalculates as a rolling figure on the DMC record.",5,backend;dmc;supplier;phase1,"DMC-02, BOK-16",
Sub-task,Local DMC + BYOS,DMC-04 subtask: [EXTEND] Backend: `recalculateQualitySignal` business logic / state-transition method,[EXTEND] Backend: `recalculateQualitySignal` business logic / state-transition method,,,backend;dmc;supplier;phase1;subtask,,DMC-04: Track Local DMC quality signal — cancellation rate and complaint count
Sub-task,Local DMC + BYOS,"DMC-04 subtask: [EXTEND] Backend: domain event publication (`@Transactional`, same method scope)","[EXTEND] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;dmc;supplier;phase1;subtask,,DMC-04: Track Local DMC quality signal — cancellation rate and complaint count
Sub-task,Local DMC + BYOS,DMC-04 subtask: [EXTEND] Backend: REST endpoint `(internal — event-driven on cancellation)`,[EXTEND] Backend: REST endpoint `(internal — event-driven on cancellation)`,,,backend;dmc;supplier;phase1;subtask,,DMC-04: Track Local DMC quality signal — cancellation rate and complaint count
Sub-task,Local DMC + BYOS,DMC-04 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;dmc;supplier;phase1;subtask,,DMC-04: Track Local DMC quality signal — cancellation rate and complaint count
Sub-task,Local DMC + BYOS,DMC-04 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;dmc;supplier;phase1;subtask,,DMC-04: Track Local DMC quality signal — cancellation rate and complaint count
Story,Local DMC + BYOS,DMC-05: Flag a Local DMC to both the onboarding Consultant and Super Admin on threshold breach,"As a Super Admin/Consultant, I want see a visible flag on a Local DMC's record once its cancellation rate or complaint count exceeds a defined threshold, so that PRD §22.5's second acceptance criterion is met.

PRD reference(s): §22.5 Local DMC Onboarding (threshold flag)
Module(s)/Screen(s): supplier, Super Admin Console (21.6)
Testing tier(s): unit, module (@ApplicationModuleTest), component test
Story points reasoning: Threshold check + visibility rule on top of DMC-04's rolling metric.","- Given a Local DMC's cancellation rate exceeds a defined threshold, when the quality signal updates, then both the onboarding Consultant and Super Admin see a flag on that DMC's record.",3,backend;frontend;dmc;supplier;phase1,DMC-04,
Sub-task,Local DMC + BYOS,"DMC-05 subtask: [EXTEND] Backend: threshold check on quality-signal recalculation, sets a `flagged` boolean","[EXTEND] Backend: threshold check on quality-signal recalculation, sets a `flagged` boolean",,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-05: Flag a Local DMC to both the onboarding Consultant and Super Admin on threshold breach
Sub-task,Local DMC + BYOS,DMC-05 subtask: [EXTEND] Frontend: flag badge on the Local DMC record in both Consultant and Super Admin views,[EXTEND] Frontend: flag badge on the Local DMC record in both Consultant and Super Admin views,,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-05: Flag a Local DMC to both the onboarding Consultant and Super Admin on threshold breach
Sub-task,Local DMC + BYOS,DMC-05 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-05: Flag a Local DMC to both the onboarding Consultant and Super Admin on threshold breach
Sub-task,Local DMC + BYOS,DMC-05 subtask: [NEW] Frontend: component test,[NEW] Frontend: component test,,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-05: Flag a Local DMC to both the onboarding Consultant and Super Admin on threshold breach
Story,Local DMC + BYOS,DMC-06: Let a Consultant enter their own supplier API credentials (BYOS),"As a Consultant, I want enter my own Hotelbeds/STUBA/etc. API credentials so BYOS inventory is scoped to my account, so that PRD §10.4's BYOS entry flow is available, feeding FND-12's row-level encrypted storage.

PRD reference(s): §10.4 BYOS
Module(s)/Screen(s): supplier, BYOS credential entry — NEW feature folder
Testing tier(s): unit, module (@ApplicationModuleTest), component test
Story points reasoning: UI + endpoint over FND-12's already-built encrypted storage mechanism.","- Given a Consultant enters their own Hotelbeds credentials, when they save the form, then the credentials are stored via FND-12's row-level encryption, scoped only to that Consultant.",5,backend;frontend;dmc;supplier;phase1,FND-12,
Sub-task,Local DMC + BYOS,DMC-06 subtask: [EXTEND] Backend: `saveByosCredential` business logic / state-transition method,[EXTEND] Backend: `saveByosCredential` business logic / state-transition method,,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-06: Let a Consultant enter their own supplier API credentials (BYOS)
Sub-task,Local DMC + BYOS,"DMC-06 subtask: [EXTEND] Backend: domain event publication (`@Transactional`, same method scope)","[EXTEND] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-06: Let a Consultant enter their own supplier API credentials (BYOS)
Sub-task,Local DMC + BYOS,DMC-06 subtask: [EXTEND] Backend: REST endpoint `POST /api/v1/consultants/{id}/byos-credentials`,[EXTEND] Backend: REST endpoint `POST /api/v1/consultants/{id}/byos-credentials`,,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-06: Let a Consultant enter their own supplier API credentials (BYOS)
Sub-task,Local DMC + BYOS,DMC-06 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-06: Let a Consultant enter their own supplier API credentials (BYOS)
Sub-task,Local DMC + BYOS,DMC-06 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-06: Let a Consultant enter their own supplier API credentials (BYOS)
Sub-task,Local DMC + BYOS,DMC-06 subtask: [NEW] Frontend: `useByosCredentialEntry` hook (React Query for server data per RULES.md §7.1),[NEW] Frontend: `useByosCredentialEntry` hook (React Query for server data per RULES.md §7.1),,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-06: Let a Consultant enter their own supplier API credentials (BYOS)
Sub-task,Local DMC + BYOS,DMC-06 subtask: [NEW] Frontend: `ByosCredentialEntry.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),[NEW] Frontend: `ByosCredentialEntry.tsx` component — all 5 PRD Part 21 states (default/loading/success/empty/error),,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-06: Let a Consultant enter their own supplier API credentials (BYOS)
Sub-task,Local DMC + BYOS,"DMC-06 subtask: [NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)","[NEW] Frontend: component test (Testing Library, co-located, asserts on role/label per RULES.md §7.3)",,,backend;frontend;dmc;supplier;phase1;subtask,,DMC-06: Let a Consultant enter their own supplier API credentials (BYOS)
Story,Local DMC + BYOS,DMC-07: Make the supplier integration layer credential-source-agnostic,"As a backend engineer, I want have the same Hotelbeds integration code path work whether credentials are Adren's own or a Consultant's BYOS credentials, so that PRD §10.2.9's requirement is met as a dependency-injection concern, not a branching concern, per backend-best-practices §6.

PRD reference(s): §10.2.9 BYOS (Technical integration pattern)
Module(s)/Screen(s): supplier
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Structural refactor of the credential-resolution path across every supplier client — must be done once, correctly, before more suppliers land (Phase 2 SUP epic depends on this).","- Given a search request is scoped to a Consultant with BYOS Hotelbeds credentials configured, when `HotelbedsClient` is invoked, then it receives the resolved credential set as a parameter — no `if (isByos)` branch exists inside the client itself.",8,backend;dmc;supplier;phase1,"DMC-06, FND-11, FND-12",
Sub-task,Local DMC + BYOS,DMC-07 subtask: [EXTEND] Backend: credential-set-as-parameter contract across `HotelbedsClient` (and future supplier clients),[EXTEND] Backend: credential-set-as-parameter contract across `HotelbedsClient` (and future supplier clients),,,backend;dmc;supplier;phase1;subtask,,DMC-07: Make the supplier integration layer credential-source-agnostic
Sub-task,Local DMC + BYOS,"DMC-07 subtask: [NEW] Backend: upstream credential-source resolver (Adren vs. BYOS) invoked once per request, injected downstream","[NEW] Backend: upstream credential-source resolver (Adren vs. BYOS) invoked once per request, injected downstream",,,backend;dmc;supplier;phase1;subtask,,DMC-07: Make the supplier integration layer credential-source-agnostic
Sub-task,Local DMC + BYOS,"DMC-07 subtask: [NEW] Backend: unit test — same client class, both credential sources","[NEW] Backend: unit test — same client class, both credential sources",,,backend;dmc;supplier;phase1;subtask,,DMC-07: Make the supplier integration layer credential-source-agnostic
Sub-task,Local DMC + BYOS,DMC-07 subtask: [NEW] Backend: module test,[NEW] Backend: module test,,,backend;dmc;supplier;phase1;subtask,,DMC-07: Make the supplier integration layer credential-source-agnostic
Story,Local DMC + BYOS,DMC-08: Merge BYOS inventory into search results using standard normalization and Default Selection,"As a Consultant, I want have my BYOS supplier's inventory appear in search results using the same normalization and default-selection logic as Adren's own suppliers, so that PRD §22.6's T10 acceptance criterion is met.

PRD reference(s): §10.4 BYOS; §22.6 T10
Module(s)/Screen(s): supplier
Testing tier(s): unit, module (@ApplicationModuleTest)
Story points reasoning: Wires DMC-07's credential-agnostic client into `SupplierAggregationService`'s existing fan-out.","- Given a Consultant adds their own Hotelbeds credentials via BYOS, when search runs, then BYOS inventory appears in results using the same normalization logic as Adren's own Hotelbeds connection (T10).",5,backend;dmc;supplier;phase1,"DMC-07, FND-14",
Sub-task,Local DMC + BYOS,DMC-08 subtask: [EXTEND] Backend: `BYOS fan-out inclusion` business logic / state-transition method,[EXTEND] Backend: `BYOS fan-out inclusion` business logic / state-transition method,,,backend;dmc;supplier;phase1;subtask,,DMC-08: Merge BYOS inventory into search results using standard normalization and Default Selection
Sub-task,Local DMC + BYOS,"DMC-08 subtask: [EXTEND] Backend: domain event publication (`@Transactional`, same method scope)","[EXTEND] Backend: domain event publication (`@Transactional`, same method scope)",,,backend;dmc;supplier;phase1;subtask,,DMC-08: Merge BYOS inventory into search results using standard normalization and Default Selection
Sub-task,Local DMC + BYOS,DMC-08 subtask: [EXTEND] Backend: REST endpoint `(internal — SupplierAggregationService)`,[EXTEND] Backend: REST endpoint `(internal — SupplierAggregationService)`,,,backend;dmc;supplier;phase1;subtask,,DMC-08: Merge BYOS inventory into search results using standard normalization and Default Selection
Sub-task,Local DMC + BYOS,DMC-08 subtask: [NEW] Backend: unit test,[NEW] Backend: unit test,,,backend;dmc;supplier;phase1;subtask,,DMC-08: Merge BYOS inventory into search results using standard normalization and Default Selection
Sub-task,Local DMC + BYOS,DMC-08 subtask: [NEW] Backend: module/integration test,[NEW] Backend: module/integration test,,,backend;dmc;supplier;phase1;subtask,,DMC-08: Merge BYOS inventory into search results using standard normalization and Default Selection
Story,Local DMC + BYOS,DMC-09: Scope BYOS inventory and credentials strictly to the owning Consultant,"As a Consultant, I want be certain another Consultant can never see or use my BYOS credentials or the inventory they unlock, so that PRD §22.6's tenant-scoping half of T10 and RULES.md §5.2/§5.3 are both satisfied.

PRD reference(s): §22.6 T10 (scoping); §5.2/§5.3 (RULES.md)
Module(s)/Screen(s): supplier
Testing tier(s): unit, integration (Testcontainers)
Story points reasoning: Security-critical scoping test on top of DMC-08 — the IDOR risk RULES.md §5.3 explicitly calls out as worse than an itinerary leak.","- Given Consultant B's search runs, when BYOS credentials are resolved, then only Consultant B's own BYOS credentials are ever loaded — Consultant A's are neither visible nor usable, verified via the same tenant-isolation check as FND-03.",5,backend;dmc;supplier;security;phase1,"DMC-08, FND-03",
